id,name,archived,public,files
367906,1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries,NA,TRUE,3949
370146,1218 Arctic vertical array acoustic tracking,NA,TRUE,275
281469,1219 Alaskan rockfish SNPs,NA,TRUE,5
372236,1220 Mitochondrial DNA barcodes to identify marine fishes and invertebrates,NA,TRUE,9
365945,1221 Red King Crab Age Assessment,NA,TRUE,2
298403,1222 Technology development- Improving phytoplankton assessment,NA,TRUE,1
365920,1223 Stable Isotope Analysis of Herring Scales,NA,TRUE,52
371735,1224 Alternative methods for satellite tagging beluga whales,NA,TRUE,8
366193,1225 Alaska region bathymetric digital elevation model,NA,TRUE,700
281478,1227 Benthic lower trophic level food webs in the Chukchi and Beaufort Seas,NA,TRUE,4
281487,1228 Climate change impacts on Arctic cod vital rates,NA,TRUE,6
281496,1229 Importance of coastal Arctic ecosystems,NA,TRUE,943
281505,1301 Cross-isobath exchange in Bering Canyon,NA,TRUE,20
281533,1304 Age- and length-structured assessment,NA,TRUE,15
281569,1308 Early marine ecology of juvenile chinook salmon,NA,TRUE,9
281578,"1309 Fishery, Climate, and Ecological Effects on Pacific Halibut Size-at-age",NA,TRUE,22
368177,1311 Coxiella burnetii in northern sea otters of Alaska,NA,TRUE,7
281596,1312 Assessment of a genetics mark-recapture for pacific walruses,NA,TRUE,2
371470,1313 Coxiella and Brucella in Northern Fur Seals,NA,TRUE,14
281605,1314 Polar bears as sentinels for Arctic zoonoses,NA,TRUE,4
281614,1315 Bioeffects assessment in Bristol Bay,NA,TRUE,2
366084,1316 Sea Ice in Barrow Project Jukebox,NA,TRUE,8
281623,1317 BeringWatch: King CV Fishermen sentinels,NA,TRUE,2
281632,1319 Benthic impacts of raised groundgear for the Bering sea pollock,NA,TRUE,1867
281650,"1321 Blue king crab, habitat, and the ecosystem",NA,TRUE,361
281723,1406 Physiological capacity of belugas to alter foraging behavior,NA,TRUE,8
281732,1407 Fecal hormones in otariids,NA,TRUE,1
281813,1416 Estimating calling depths of bowhead and right whales,NA,TRUE,8
366590,BSIERP BEST-BSIERP,NA,TRUE,NA
2575507,0100 test,NA,NA,1
2575667,NPRB metadata template- folder,NA,NA,NA
2576663,Metadata templates,NA,NA,2
2577287,1701 Mixotrophy in the coastal Gulf of Alaska,NA,TRUE,22
2577303,1702 Data and information in salmon stock-recruitment analysis,NA,TRUE,9
2577320,1703 Juvenile sablefish condition and growth,NA,TRUE,5
2577337,1704 Somatic growth regulation in the Pacific halibut,NA,TRUE,9
2577354,1705 Tanner crab response to temperature change and Hematodinium,NA,TRUE,29
2577371,1706 Spatio-temporal variation in forage fish body condition,NA,TRUE,3
2577389,1707 Spawning capelin in Norton Sound,NA,TRUE,17
2577407,1708 Reproductive maturation of Pacific herring,NA,TRUE,9
2577424,1709 Physiological ecology of Neocalanus flemingeri,NA,TRUE,6
2577440,1710 State-space model of factors affecting coho survival and abundance,NA,TRUE,3
2577456,1711 Pacific sleeper shark bioenergetics,NA,TRUE,14
2577475,1712 Oil spills and Pacific herring population recruitment,NA,TRUE,15
2577493,1713 Genetics of mating dynamics in EBS snow crab,NA,TRUE,39
2577511,1714 Population genetic structure of Northern Fulmar bycatch,NA,TRUE,12
2577529,1715 Diet and reproductive rates in variable populations of two otariids,NA,TRUE,9
2577550,1716 The relationship between polar bear stress hormones and sea ice change,NA,TRUE,3
2577572,1717 Reliable Areas of Uncertainty for Vocalizing Marine Mammals,NA,TRUE,18
2577588,1718 Cook Inlet Beluga Whale Reproductive Rates,NA,TRUE,6
2577604,1719 Policy Choices and Permit Migration in an LEP Fishery,NA,TRUE,2
2577622,1720 Connecting Fishery Policies to Fishing Portfolios,NA,TRUE,20
2577642,1721 Effective Co-management of Marine Mammals in Alaska,NA,TRUE,9
2577660,1722 COASST Citizen Science,NA,TRUE,5
2577681,1723 Epigenetic aging of Cook Inlet beluga whales,NA,TRUE,5
2577697,1724 A sex identification assay for Chinook salmon,NA,TRUE,2
2577716,1725 Improving satellite collars,NA,TRUE,3
2577737,1726 Whaling data rescue,NA,TRUE,3
2577754,1727 Archiving seabird specimens from the Selendang Ayu oil spill.,NA,TRUE,6
2577771,"1728 Data Rescue: NODC Files of Benthic Infauna, 1971-1980",NA,TRUE,124
2986719,1801 PSP Toxins in the Alaska Marine Food Web,NA,TRUE,44
2986738,1802 Hot spots of activity in the cold ocean,NA,TRUE,6
2986756,1803 Hormone profiles for yelloweye rockfish,NA,TRUE,8
2986777,1804 Survey design for untrawlable habitat in the Gulf of Alaska,NA,TRUE,5
2986796,1805 Spatio-temporal model for estimating groundfish availability,NA,TRUE,11
2986816,1806  Pcod IBM Validation and Enhancement,NA,TRUE,98
2986840,1807 Ichthyophonus in Pacific Herring,NA,TRUE,13
2986858,1808 Identifying distinct herring stocks via genetic sequencing,NA,TRUE,9
2986876,1809 Integrated abundance and movement models for marine mammals,NA,TRUE,10
2986894,1810 Identifying Ambiguous Bering Sea calls,NA,TRUE,7
2986915,1811 Establishing baseline ringed seal sea ice breeding habitat,NA,TRUE,17
2986933,1812 Resolving the annual pelagic distribution of Tufted Puffins,NA,TRUE,3304
2986951,1813 Distribution and abundance of Chukchi Sea polar bears and seals,NA,TRUE,10
2986974,1814 Impact of lagoon habitat change on Steller's eiders,NA,TRUE,15
2986995,1815 Bayesian Integration of LTK and Western Science,NA,TRUE,21
2987016,1816 Cooperative pilot study for Pacific cod tagging in the Aleutians,NA,TRUE,717
2987035,1817 A new technique to measure body condition in Steller sea lions,NA,TRUE,3
2987052,1818 Using UAS to survey seabirds: a validation study,NA,TRUE,4867
2987070,1819 Ageing fish otoliths with NIRS,NA,TRUE,14
2987089,1820 Data Rescue: Digitizing and Disseminating Historical Board of Fisheries Documents and Commercial Fisheries News Releases.,NA,TRUE,11
2987110,1821 Mercury bioaccumulation in southeastern Bering Sea,NA,TRUE,13
5199930,1901 Accounting for life-history shifts in fishery management,NA,TRUE,8
5199949,1902 Body size and spawning abundance of Sockeye Salmon,NA,TRUE,182
5199967,1903 Thermal effects on Gulf of Alaska Pacific cod,NA,TRUE,24
5199987,1904 Shell Arctic Acoustic Data Rescue,NA,TRUE,8
5200005,1905 Seal habitat,NA,TRUE,7
5200318,Reports Test Project,NA,NA,1
5216395,Reports Test Project,NA,NA,NA
5343706,1906 Improved Freshwater Runoff Products for Alaskan Waters,NA,TRUE,2
5343725,1907 Tracing the fate of phytoplankton-derived carbon in Chukchi shelf sediments,NA,TRUE,3
5343742,1908 A novel approach to track mercury through marine food-webs,NA,TRUE,4
5343762,1909 Phenology and geography of marine fish,NA,TRUE,9
5343783,1910 Salmon winter ecology,NA,TRUE,9
5343805,1911 Variation in body condition of Bering Sea snow crab,NA,TRUE,30
5343824,1912 Predicting Arctic benthic habitat suitability,NA,TRUE,10
5343843,1913 Sea otter and walrus specimen archival at the UA Museum,NA,TRUE,3
5343864,1914 Monitoring export fluxes in the St. Lawrence Island Polynya region,NA,TRUE,8
6467293,2001 High-resolution primary productivity in the Gulf of Alaska,NA,TRUE,14
6467310,2002 Growth resiliency to starvation in larval Sablefish,NA,TRUE,8
6467331,2003 Pacific cod spawning habitat in a changing Bering Sea,NA,TRUE,38
6467353,2004 Supplemental funding: Pacific sleeper sharks,NA,TRUE,11
6467372,"2005 They told us there'd come a time.... Conserving Fish, Preserving Tradition on the Yukon River",NA,TRUE,16
6467389,2006 Evaluating GOA ecosystem drivers using the Atlantis model,NA,TRUE,12
6467414,2007 Seabird diet changes over 4000 years,NA,TRUE,NA
6634176,"2101 Northern Merperson Migrations, 2009-2010",NA,TRUE,1
7791998,2008 Long-term decline in copepod size in Alaska’s large marine ecosystems,NA,TRUE,4
7792017,2009 Pacific halibut recreational DMRs,NA,TRUE,4
7792036,2010 Pacific sleeper shark movement ecology,NA,TRUE,9
7792056,2011 Age estimation for Steller sea lions using DNA methylation,NA,TRUE,2
7792076,2012 Assessing long-term cryopelagic change with a marine bird,NA,TRUE,3
7792098,2013 Fishery adaptive capacity,NA,TRUE,14
7792119,2014 Well-Being and Rural Fishing Livelihoods,NA,TRUE,5
24244016,2001 High-resolution primary productivity in the Gulf of Alaska,NA,NA,NA
24244033,2002 Growth resiliency to starvation in larval Sablefish,NA,NA,NA
24244054,2003 Pacific cod spawning habitat in a changing Bering Sea,NA,NA,NA
24244076,2004 Supplemental funding: Pacific sleeper sharks,NA,NA,NA
24244095,"2005 They told us there'd come a time.... Conserving Fish, Preserving Tradition on the Yukon River",NA,NA,NA
24244112,2006 Evaluating GOA ecosystem drivers using the Atlantis model,NA,NA,NA
24244137,2007 Seabird diet changes over 4000 years,NA,NA,NA
24244158,2008 Long-term decline in copepod size in Alaska’s large marine ecosystems,NA,NA,NA
24244177,2009 Pacific halibut recreational DMRs,NA,NA,NA
24244196,2010 Pacific sleeper shark movement ecology,NA,NA,NA
24244216,2011 Age estimation for Steller sea lions using DNA methylation,NA,NA,NA
24244236,2012 Assessing long-term cryopelagic change with a marine bird,NA,NA,NA
24244258,2013 Fishery adaptive capacity,NA,NA,NA
24244279,2014 Well-Being and Rural Fishing Livelihoods,NA,NA,NA
24246340,2101 Volcanic ash and phytoplankton in the subarctic NE Pacific,NA,NA,NA
24246361,2102 Gulf of Alaska deep-sea zooplankton,NA,NA,NA
24246379,2103 Arctic cod passive acoustic monitoring,NA,NA,NA
24246399,2104 Epidemiology and pathology of black eye syndrome,NA,NA,NA
24246420,2105 Seabirds: Synthesis of change,NA,NA,NA
24246443,2106 Spotted seal in Karaginsky Gulf,NA,NA,NA
24246462,2107 Hearing damage in bowhead whales,NA,NA,NA
24246480,2101 Volcanic ash and phytoplankton in the subarctic NE Pacific,NA,NA,NA
24246501,2102 Gulf of Alaska deep-sea zooplankton,NA,NA,NA
24246519,2103 Arctic cod passive acoustic monitoring,NA,NA,NA
24246539,2104 Epidemiology and pathology of black eye syndrome,NA,NA,NA
24246560,2105 Seabirds: Synthesis of change,NA,NA,NA
24246583,2106 Spotted seal in Karaginsky Gulf,NA,NA,NA
24246602,2107 Hearing damage in bowhead whales,NA,NA,NA
24249785,2101 Volcanic ash and phytoplankton in the subarctic NE Pacific,NA,TRUE,NA
24249806,2102 Gulf of Alaska deep-sea zooplankton,NA,TRUE,7
24249824,2103 Arctic cod passive acoustic monitoring,NA,TRUE,78057
24249844,2104 Epidemiology and pathology of black eye syndrome,NA,TRUE,4
24249865,2105 Seabirds: Synthesis of change,NA,TRUE,28
24249888,2106 Spotted seal in Karaginsky Gulf,NA,TRUE,5
24249907,2107 Hearing damage in bowhead whales,NA,TRUE,4
369082,0707 Alaskan Ferry Oceanographic Monitoring,NA,TRUE,39
41525553,2114 Health assessment of southeast Alaska humpback whales,NA,TRUE,3
41531037,2117: Acoustic measurement of bowhead whale migration speed,NA,TRUE,7
41531420,2101 Volcanic ash and phytoplankton in the subarctic NE Pacific,NA,NA,NA
41531441,2102 Gulf of Alaska deep-sea zooplankton,NA,NA,NA
41531459,2103 Arctic cod passive acoustic monitoring,NA,NA,NA
41531479,2104 Epidemiology and pathology of black eye syndrome,NA,NA,NA
41531500,2105 Seabirds: Synthesis of change,NA,NA,NA
41531523,2106 Spotted seal in Karaginsky Gulf,NA,NA,NA
41531542,2107 Hearing damage in bowhead whales,NA,NA,NA
41531560,2108 Smallest phytoplankton in the NGA,NA,TRUE,NA
41531577,2109 Marine heat and acidification events in the Gulf of Alaska,NA,TRUE,3
41531599,2110 Pacific halibut Population Genomics,NA,NA,NA
41531619,2111 Reproduction of Alaska Corals,NA,TRUE,NA
41531637,2112 Genomic resources for Alaska rockfish sustainability and management,NA,TRUE,2
41531658,2113 Satellite tracking bowhead whales in the 2020s,NA,TRUE,33
41531681,2114 Health assessment of Southeast Alaska Humpback whales,NA,NA,NA
41531702,"2115 Diverse knowledge systems for the examination of localized dynamics of sea otters and abalone populations in Sitka Sound, Alaska",NA,TRUE,8
41531721,2116 Sharing and resilience in Bering Sea and Arctic ecosystems,NA,TRUE,NA
41531739,2117 Acoustic Measurement of Bowhead Whale Migration Speed,NA,TRUE,NA
41531757,2118 Oceanographic influences on the habitat use of ice seals,NA,TRUE,9
41534488,2110 Pacific halibut population genetics,NA,TRUE,10
41709430,2201 Shifting patterns in phytoplankton blooms,NA,TRUE,3
41709448,2202 Bering Sea Inner Shelf:  Improving system understanding,NA,TRUE,NA
41709468,2203 Automation of Sockeye Salmon Scale Age Estimation,NA,TRUE,3
41709487,2204 Pacific Cod response to warming: looking back to see forward,NA,TRUE,3
41709505,2205 Mapping Common Eider Use for Informing NEPA,NA,TRUE,4
41709525,2206 BRIDGING KNOWLEDGE TO INFORM BERING SEA MANAGEMENT (BKIBS),NA,TRUE,1
41709552,2207 Engaging Yukon Fishers in Research on Chinook Salmon Decline,NA,TRUE,3
41802756,h3 playground,NA,NA,1
41859249,2209 Development and application of the beluga skin transcriptome,NA,TRUE,1
41859642,2213 Combining the eastern Bering Sea shelf and slope surveys,NA,TRUE,2
41859664,2210 Yukon River and Norton Sound Chum salmon Marine Ecology,NA,TRUE,6
41859688,2211 Climate Drivers of Yukon River Chinook Productivity,NA,NA,NA
41861041,2211 Climate drivers of Yukon River chinkook productivity,NA,TRUE,1
41874517,2212 Adaptation of thermal tolerance in an invasive tunicate,NA,TRUE,35
41901859,2208 Alaskan pinniped diving constraints and adaptive capacity,NA,TRUE,3
42163826,2214: Pinto abalone mariculture potential,NA,TRUE,97
42372274,2301: Ageing Pacific sleeper shark,NA,TRUE,9
42372283,2302: Resource partitioning among north Pacific flatfishes,NA,TRUE,NA
42372296,2303: DNA diet validation trials with northern fur seals,NA,TRUE,NA
42372305,2304: Biochemical studies of individual bowhead whale baleen,NA,TRUE,24
42372316,2305: Fatty acid dried spots and snow crab BES,NA,TRUE,NA
42728746,2306: Extending the North Pacific Continuous Plankton Recorder Survey Into the Western Arctic Ocean,NA,NA,1
42728765,2313: Trans-Pacific zooplankton and seabird surveys,NA,NA,NA
42735714,2312 Seabird Use of Spatially-Predictable Tidal Rips,NA,NA,NA
42735764,2309 Bristol Bay red king crab movement,NA,NA,NA
42735781,2308 Bristol Bay red king crab settlement potential,NA,NA,NA
42773796,2311 Age validation of Gulf of Alaska groundfishes,NA,NA,NA
42773812,2314 Accelerometry and stable isoptopes of northern fur seal pups,NA,NA,NA
42827359,2307 Decadal study on ecological dynamics of Pacific salmon,NA,NA,NA
